,0,1,2,3,4,5,6,7,8
1156,ZRANB3,ARL2,PI4KB,PRUNE,RP11-488C13.5,TMEM56,DCSTAMP,URGCP,ATXN1L
1157,USP30,TGFBRAP1,DERL1,NME6,PGRMC1,PRSS27,KB-1980E6.3,PIGU,DNMT3A
1158,C19orf33,WDR45,GGA3,PICALM,ORC2,PRSS22,KB-1460A1.3,RP11-468E2.4,DPH6
1159,FBXL14,MYOM2,FCER1A,TM7SF3,SENP2,RP11-532F6.5,RP4-761J14.8,ZFYVE28,JAZF1
1160,TTC28,C6orf25,KIAA0040,CLYBL,RMND5A,MICALCL,RP11-554A11.8,NNT-AS1,AIM2
1161,ADIPOR2,URB2,LRRK2,CBX5,SENCR,RP11-65N13.8,CTD-2639E6.9,SAFB2,CHPF2
1162,PDGFA,FCGR3B,MIS18A,SIK1,KARS,RP11-88H9.2,ZNF560,RP5-1073O3.7,CTBP2
1163,MIR4523,IL24,CD2AP,ITGA2B,FBXO21,SYNPO,RP11-783K16.13,VMAC,SURF6
1164,TRAPPC3L,LZTS2,BACE2,C1QB,PKN2,CTD-2283N19.1,RP11-879F14.1,SNAPIN,ARSG
1165,GCKR,KIAA0040,DICER1,ASXL2,EMB,CTD-2639E6.9,RP3-337O18.9,METTL21A,ZNF493
1166,CTD-2184C24.2,PHACTR4,C5orf15,TRIP12,GPS1,NUPR1,RP11-197N18.7,KLF13,ANKHD1
1167,RP11-122G18.5,PPIL4,HEMK1,CHMP4A,TMEM140,C11orf85,ACTN1-AS1,RP11-302F12.10,LSM14A
1168,RP11-46H11.12,DNAJC10,RAB21,PDCD1,PWP1,CTF1,RP11-535M15.1,LINC01118,CLEC10A
1169,KCNN3,ENHO,CRTC2,GSTZ1,CXXC1,CGN,RP11-1136J12.1,TP63,FRAT1
1170,RP11-274B21.8,DTX3,SLC35A1,IDUA,TCL1B,CTD-2358C21.4,CTD-2506J14.1,MREG,TCF12
1171,PEAR1,MRPL43,DHRS4,F5,GNG3,LOX,LINC00618,CHST8,PIGU
1172,MGAM,DDX17,CDC16,LYPD2,RP11-178G16.4,CTC-498J12.3,KCNG2,RP11-355N15.1,AAR2
1173,RP11-138I1.2,SIRT6,HBEGF,NCR1,ZNF503,CTD-2033C11.1,RGS6,CYP46A1,MGA
1174,CYP1B1-AS1,WDR44,TNFRSF13C,SPHK1,AEBP1,RTN2,SLC24A3,RP11-700J17.2,C14orf80
1175,RHCE,CTNNAL1,CYP27A1,CEACAM4,REPS2,RP11-554A11.8,AC103801.2,RP11-91A18.4,RP11-468E2.4
1176,MYCT1,TBXA2R,IRAK4,RP11-367G6.3,LRRIQ3,CTD-2325A15.5,CST11,PF4V1,NUDCD1
1177,RP11-230C9.4,CMTM5,CEPT1,DLST,TTC28,CHST8,PCDH9-AS1,RP3-337O18.9,BANP
1178,DLK1,AKAP8,YTHDF2,DHX15,C19orf33,PDF,FAM83C-AS1,LINC01122,CPNE2
1179,RBFOX3,RABL2B,ILF3-AS1,DTX3,SCGB1C1,RP11-203B7.2,RP11-271M24.2,PCDH9-AS1,SLC4A7
1180,ERBB3,PIGL,MLEC,PKN2,S100P,RP11-304L19.2,SPATA13-AS1,PTGES3L,ZFYVE28
1181,BMP8B,MAP3K7,LMF2,DNAJC7,ACVR2A,SYNGR3,TUBB8,YEATS2-AS1,CHD7
1182,AC005614.3,SAAL1,NAA25,ARMCX5,MRVI1-AS1,RAB6C,SLC27A1,CCDC40,URGCP
1183,AC022201.5,ZNF747,MRS2,PDXDC1,7SK-2,PDIA2,ARRDC4,MOGAT1,PDXDC1
1184,RASGRF1,GID8,RCN2,PHF12,IGFBP4,RP1-111C20.3,PAICS,AC073641.2,ELL
1185,RP11-175K6.1,ADAM10,RAMP1,JAKMIP1,TREML1,MNS1,TREML1,RP11-76E12.1,NNT-AS1
1186,RP11-804A23.4,PPIL2,ELL,COMMD10,ARRDC4,AP000282.2,GTF2B,CTD-2506J14.1,LINC00662
1187,RP11-424I19.2,ZMAT5,JARID2,CGRRF1,HEMK1,MYZAP,MYO9B,RP11-816J6.3,ABHD5
1188,RP11-557C18.4,RP11-70P17.1,EIF2AK4,TBPL1,IRF9,RP11-355N15.1,SYVN1,RP11-379F4.4,RP5-1073O3.7
1189,FAM212B-AS1,KIR2DL3,UBE2Q1,C6orf25,SIRT6,CTA-989H11.1,MAP2,LINC00618,PDCD2L
1190,CASC8,SPTSSB,RP5-887A10.1,ZSWIM6,LAMP2,MYBPC3,CTD-2184C24.2,ZNF560,R3HDM2
1191,RP11-185E8.1,PMEPA1,C1QA,ZNF330,IP6K1,CCDC38,MEF2C-AS1,YJEFN3,VMAC
1192,TTC18,INVS,CD163,STAMBP,MARCH6,RP13-143G15.4,ELOVL7,ACTN1-AS1,UQCC1
1193,PKD2L2,RFXANK,SLC6A6,DPY19L4,ACADM,ZNF132,LINC00610,RP11-285J16.1,UBE2D4
1194,PARD3,STUB1,BOLA1,ALDH1A1,TMEM165,CREB3L1,RP11-46H11.12,RGS6,C1GALT1C1
1195,FAM27A,RCE1,HCCS,UBE2D4,DISP1,RP11-91A18.4,FAM212B-AS1,CTC-548K16.1,RBM48
1196,AC002331.1,ANKAR,MYCBP2,GMPPA,EGFL7,RP11-535M15.1,RP5-1073O3.2,RP4-555D20.2,SMARCD3
1197,EPB41L4A,ASXL2,KLRC1,NOC4L,LINC01013,RP11-317G6.1,ITCH-AS1,RP11-203B7.2,MED7
1198,MEF2C-AS1,WNK1,ZNF263,ABHD12,C2orf88,CTA-331P3.1,KCNN3,AC012499.1,PLEKHJ1
1199,RP11-217B7.2,PDZD4,YPEL3,F2R,RP11-398C13.6,CELF6-1,PIWIL2,RP1-111C20.3,ISCA2
1200,ITCH-AS1,TREML2,TMEM87B,BBS2,ZNF45,FAM225A,FAM27A,MYZAP,MTERFD1
1201,RP11-830F9.5,ZRANB3,C7orf26,SNX20,ARMCX5,RP11-152L20.3,PEAR1,RP11-1136J12.1,FAAH
1202,UBE2E2-AS1,YPEL2,TTC14,ENTPD3-AS1,ZNF718,RP11-783K16.13,PTPRN,LBX2,MTIF2
1203,TEX9,ATXN7L3B,VMAC,METTL3,F5,AL161784.1,RP11-217B7.2,RP11-879F14.1,RPUSD2
1204,SHPK,FAM98A,ZNF276,PTCRA,YEATS2,HBA2,DLK1,RP11-532F6.5,CELF1
1205,RP11-983P16.4,PAX5,RABEP2,FRY-AS1,UQCC1,AC103801.2,TMEM44,MNS1,STK32C
1206,RP11-147L13.8,LIX1L,PCYT1A,TMEM234,NR2C1,ARHGDIG,RP11-185E8.1,CCDC11,RP5-827C21.4
1207,AC009505.2,ATXN3,SPEN,TMEM87A,PPP2CA,RP1-102G20.5,EPB41L4A,RAB6C,FEM1A
1208,SULT1C2,LINC00662,NUPL2,IL16,USP20,RP1-59D14.1,PKD2L2,SEMA3D,ZNF836
1209,DIO1,DCAF8,SUV420H2,KIF3A,MRPL1,PF4V1,RP11-53B2.3,MIR1-2,ABI2
1210,AC093901.1,ZNF232,COLGALT1,MED7,CHD2,NLGN2,KCNA5,CTA-989H11.1,ZNF626
1211,AC140481.2,KCNG1,CR1,LBR,TPM1,RP4-555D20.2,TRAPPC3L,RGPD8,ING5
1212,KCNA5,ZNF330,GMPPA,CD163,PRELID2,LINC01122,RP11-672A2.6,AC017002.2,SAAL1
1213,KCNAB1,MADD,PRPF31,HMBOX1,PRRG4,ACTA2-AS1,CABP5,RTN2,C9orf69
1214,MAP2,IGFBP4,RDH14,TCP1,CCL2,RP11-285J16.1,AP002954.4,CCDC38,KIAA0196
1215,GLB1L3,TREML1,TAF10,RP13-270P17.3,RAD51B,MIR1-2,RHCE,KCNG2,KDM3B
1216,CABP5,ITGA2B,SIRT6,CDK19,C6orf25,LBX2,GLB1L3,RP13-143G15.4,ZMAT3
1217,AP002954.4,PDK2,USP38,MTIF2,DPY19L4,CCDC11,MYCT1,SYNPO,EXOC6
1218,QPCTL,PTPRN2,CDC40,MTERFD1,C9orf3,RP11-879F14.1,DIO1,CTD-2283N19.1,CEP85L
1219,RP11-672A2.6,IP6K1,RIOK1,LSM14B,SDPR,RP4-761J14.8,GIPC2,RP11-216P16.2,RAB21
1220,FEM1A,BAZ2A,DENND5A,RP11-66N24.3,PF4,RP11-1136J12.1,RP11-804A23.4,SLC24A3,SNX10
1221,FEM1B,RP11-138A9.2,TPM1,KIR2DL3,RAMP1,KCNG2,CASC8,CST11,FBXO33
1222,RNF14,CISD1,YTHDC1,RASD1,TCEAL8,AC073641.2,RP11-175K6.1,RP11-197N18.7,IGJ
1223,WDR44,LYPD2,FAM43A,LRIG2,CYTH2,MOGAT1,CTB-31O20.9,RP11-516C1.1,DIS3
1224,SYTL2,MTIF2,C4orf33,ARSD,MALT1,MREG,RP11-983P16.4,LOX,GSTZ1
1225,AC005082.12,CLPX,ELP6,USP7,MAPK1IP1L,SLC24A3,PDGFA,JMJD7,RASGRP4
1226,IL4I1,BRWD1,MKLN1,CLIP1,FAM120A,CST11,ERBB3,FAM83C-AS1,NXT2
1227,RP4-612B15.3,RNF14,TAF6L,ACOT13,C16orf80,AC017002.2,AC005614.3,SPATA13-AS1,C5AR1
1228,SETX,SLA,RBPJ,SLC25A12,CISH,RP11-343J3.2,RP11-122G18.5,RP11-271M24.2,REEP3
1229,TAF10,GYG1,FAAH,NUPL2,PITHD1,RGPD8,RP11-424I19.2,CTC-498J12.3,R3HDM1
1230,RP11-532F6.3,NAA25,CHPF2,ATP6V1C1,SHOC2,FAM83C-AS1,LTBP1,CTD-2033C11.1,CIDEB
1231,PDCD2L,RP11-428G5.5,SMPDL3A,VIPR1,OSBPL1A,AC012499.1,AC005224.2,AP000282.2,RABEP2
1232,SLC16A5,SMYD4,GNG11,TRUB2,SEPT5,RP11-344N10.5,CYP1B1-AS1,CTD-2325A15.5,TASP1
1233,MMP9,ZNF628,TANGO6,ARL2BP,GFI1B,RP3-337O18.9,RP11-274B21.8,CTA-331P3.1,SPEN
1234,ITGB3,PPP2R1B,TMEM91,HMGXB4,LYSMD4,CCDC40,RP11-661P17.1,CELF6-1,MUM1
1235,hsa-mir-1199,TCEAL4,ANAPC4,SERPINF1,CXCL10,LINC01118,TTC18,RP4-761J14.8,RFXANK
1236,PBLD,TRIM23,PGRMC2,USP5,TRAPPC12-AS1,RP11-516C1.1,RP11-147L13.8,MICALCL,DENND5A
1237,C5AR2,SIRT1,METTL3,TTN-AS1,RP11-5C23.1,FAM71A,AC022532.1,DCSTAMP,LRRC8C
1238,RP11-390B4.5,PBRM1,ICOS,ABCC10,CTB-113I20.2,RP11-700J17.2,AC105053.4,AARD,ZNF350
1239,IPO9-AS1,PEX26,CWC27,NECAB3,SLC22A18AS,CTC-297N7.1,AC009505.2,RP11-354M20.3,LPGAT1
1240,ENKUR,ZNF799,STK32C,CCDC115,RP11-145M9.4,RP11-302F12.10,SULT1C2,FAM71A,ARIH2OS
1241,ZNF436,AL928768.3,USP19,AGO4,TMTC2,RP11-1096G20.5,MIR4523,NKX3-1,PGM2
1242,INPP5A,RP11-430B1.2,CXCL2,RBM25,ANKRD22,YJEFN3,LA16c-431H6.6,AC103801.2,CEP68
1243,SLC4A8,ZNF397,GPKOW,UNC45A,RP11-706O15.1,RP11-304M2.5,RP11-755B10.3,PDIA2,GTF2B
1244,OTOF,RAB9A,CTC-378H22.1,FKBP3,TRIT1,RP11-384C4.7,SHPK,RP11-96C23.15,DOK3
1245,R3HDM2,C10orf32,DENND1C,ATG7,SPARC,RP11-885N19.6,RP11-830F9.5,RP11-317G6.1,GYG1
1246,SREBF1,AC113189.5,SNX14,SMARCC2,ZFX,TUBB8,WDR52,LEFTY1,PAICS
1247,ODC1,PURA,CHN2,TAF6L,PDK2,YEATS2-AS1,RP11-510J16.5,RP4-545C24.1,FAM210B
1248,ABHD17B,GUCD1,ZNF836,THAP2,RPUSD2,LEFTY1,UBE2E2-AS1,RP11-382A18.2,CD160
1249,KDM3B,FXN,PRKD2,RFC5,LRRC8C,ZNF560,AC002331.1,ACTA2-AS1,ZNF195
1250,RAB8B,SNRNP35,ANKHD1,GINM1,DENND1C,CTC-548K16.1,GCKR,CACNA1F,PTPRN2
1251,TIMM17A,PTGDS,NDUFS1,CASC7,SUV420H2,RP11-354M20.3,PARD3,ZNF132,BRAT1
1252,PDIA5,PRR5L,PITHD1,MRE11A,SSBP3,RP11-816J6.3,AC022201.5,KB-1980E6.3,SLC35A1
1253,DISP1,RP11-367G6.3,ELP5,MINA,BMPR2,PDE6H,F5,KB-1460A1.3,SAMD9L
1254,ZNF425,PHF5A,ADIPOR2,ING5,AC147651.3,AC015849.2,ZNF397,RP11-231D20.2,SLC6A6
1255,SPOCD1,SPIN1,KLF13,PBRM1,FCAR,LINC01132,RIOK1,KLRC3,FEM1B
1256,CCDC62,TMEM177,CYTH2,ANKHD1,DENND5B,CHRM3,IDUA,RP11-503E24.3,EMILIN2
1257,C10orf25,PTCRA,LPGAT1,SNW1,FCGR3B,PTGES3L,UBE2D4,PRSS27,TOP1MT
1258,ACVR2B,RP4-612B15.3,MMADHC,DENND6A,KCNE1,KLRC3,DOCK10,RP11-344N10.5,RNF14
1259,PLIN5,SIVA1,KIAA0196,FAM173A,RASD1,AC096559.1,MTRF1,LINC01132,ALKBH4
1260,RP11-211G3.2,TSC22D1,SCFD1,XPNPEP1,LSM14B,TP63,YEATS2,RP1-59D14.1,POLR3E
1261,RP11-359I18.5,SUV420H2,WHAMM,GAS2L1,KIR2DL3,RP11-481J2.2,JAKMIP1,RP11-304L19.2,CLPX
1262,RP11-110I1.14,NEIL1,CASC3,SMPDL3A,ABI2,ASB15,SAMD4B,RP11-554A11.8,TMX3
1263,CTD-2541M15.1,ING5,BANP,CYB5B,LRIG2,RP11-503E24.3,ABHD5,RP11-343J3.2,MANBA
1264,CCDC3,ZNF333,KLF11,ZNF561,PCGF1,CACNA1F,SIRT6,CCNB3,RAB2A
1265,RP11-977G19.12,TRIP12,FRAT1,BCL2A1,MRPS18A,DCSTAMP,RBL1-1,RP11-384C4.7,BAG5
1266,RP11-159H10.3,SMC2,USP33,GLYCTK,PACS1,RP11-216P16.2,HRASLS,SYNGR3,SYVN1
1267,RP11-77H9.2,SETD1B,ASB8,JARID2,ZBTB10,AARD,RP11-211G3.2,NUPR1,PCYT1A
1268,RAB12,MPP6,HDDC3,NSA2,SAAL1,RP11-382A18.2,SEC14L5,CHRM3,SLC35A2
1269,RP11-356N1.2,C5orf15,LINC01003,UCK1,EIF5B,SPATA13-AS1,RP11-77H9.2,RP11-242F4.2,KCNQ1OT1
1270,BHLHE40-AS1,FASTKD1,AAGAB,PRKACB,PDZD11,PCDH9-AS1,MAP1A,CGN,SIRT6
1271,MEG3,PNPLA8,SNX9,OSBPL7,NIT1,JMJD7,CTC-260E6.6,CTD-2358C21.4,DEDD
1272,SEC14L5,DMTN,THAP2,BOLA1,XPNPEP1,LINC00618,PPT2-EGFL8,GJC3,SNAPIN
1273,HRASLS,STAU2,PLA2G7,ARL16,BRWD1,ACTN1-AS1,NRN1L,AL161784.1,ANAPC4
1274,PPT2-EGFL8,CEP85L,TIMM10B,RAB21,RFNG,GPC2,PLIN5,RP11-152L20.3,STAU2
1275,CCDC163P,C16orf54,NPRL2,CTD-2267D19.2,TBXA2R,KB-1460A1.3,NCKAP1,GPC2,PPIL2
1276,FRMPD3,MTRF1,PCGF1,ZNF688,TAF6L,GJC3,TAL1,RP11-481J2.2,DERL1
1277,RP11-490M8.1,CLSTN3,RPL39L,NF1,ST7L,RP11-197N18.7,CCDC163P,FAM225A,MARCKSL1
1278,MEIS1,NNT-AS1,PCNA,GGA3,SREBF1,CTD-2506J14.1,RP11-196G11.2,AC096559.1,USP7
1279,BEND2,RP11-554J4.1,SMIM7,GTF2B,RP11-164H13.1,RP11-76E12.1,ZNF433,PDE6H,ATP6V1C1
1280,CTD-2012J19.3,CDKN2A,NXT2,RNF25,TTN-AS1,KB-1980E6.3,CLECL1,RP11-304M2.5,PCNX
1281,LCN2,ARMC7,TMEM222,RPL7L1,GARS,CYP46A1,ACVR2B,TMEM56,ST3GAL2
1282,RP11-544A12.4,RP11-164H13.1,PIK3R1,RDH14,TBCK,RP4-545C24.1,RP11-178L8.7,RP11-88H9.2,ANTXR2
1283,AL928742.12,MACROD2,AGA,SMYD4,PICALM,SEMA3D,AL928742.12,CREB3L1,FAM63B
1284,SCIN,DIS3,PDXDC1,YTHDF2,AP3M2,RP11-231D20.2,SPOCD1,RP11-535M15.1,RP11-727F15.9
1285,OMG,RAB2A,PLEKHA3,TSPAN15,ING5,RGS6,RP4-773N10.4,AC015849.2,SSBP3
1286,RP4-684O24.5,PDCD2L,HERPUD2,GTPBP6,TIMM17A,RP11-242F4.2,CCDC62,RP11-885N19.6,SEPT11
1287,ZNF433,CNIH4,NFE2L2,TNNI2,SRSF5,NKX3-1,RP4-684O24.5,ASB15,MLLT11
1288,NPPA-AS1,PEMT,POLR3E,GBGT1,RFC2,RP11-271M24.2,RP11-356N1.2,HBA2,SCAPER
1289,TACR2,PCDH9,CLU,ACRBP,C19orf52,CCNB3,RP11-420A6.2,RP11-65N13.8,POLR3K
1290,GGA2,NOG,POLD2,SLC27A1,FKBP3,RABEP2,NUDT12,PRSS22,WDR37
1291,KLRB1,FBXO25,STAU1,MLEC,COMMD10,RPL39L,NPPA-AS1,ARHGDIG,ARHGAP24
1292,TBXA2R,TNFRSF17,KIR3DL2,DHRS4,FADS1,POLD2,FAM209A,C11orf85,GRAP
1293,EARS2,GTPBP6,R3HDM2,RHBDD3,HCFC2,ARHGAP24,RP11-359I18.5,RP1-102G20.5,CRTC2
1294,CRIP3,SCAI,PRPS2,MANBA,AP001189.4,TBCK,GLS2,MYBPC3,XCL1
1295,KIF3C,TTPAL,FOPNL,TMEM9B,PMEPA1,BCDIN3D,RP11-977G19.12,RP11-783K16.13,CAPN12
1296,HOMER2,DNAJC15,LINC00662,TBC1D15,GALK1,RWDD4,OMG,CTD-2639E6.9,CDV3
1297,HGD,DYNLL2,ATF7IP2,UBAP2,RABL2A,CPNE5,MEG3,CTF1,RNF168
1298,PLA2G4C,CCDC22,SETD5,STK11IP,ZNF628,AC074138.3,KCNH3,NLGN2,NME6
1299,TNS1,C1QA,GPR183,SYTL2,SLC19A1,FNBP4,SOX13,TUBB8,CITED4
1300,TEX2,C19orf52,PIGF,TMX3,GYS1,SARDH,RP11-159H10.3,RP11-1096G20.5,HELQ
1301,NT5M,RP5-887A10.1,RIT1,SAMM50,KCNG1,CMTM5,BEND2,CTC-297N7.1,IFFO1
1302,ZNF653,LIN52,PUM1,RP11-349A22.5,NEIL1,WTAP,KRTAP5-AS1,PDF,RABL2B
1303,TGFB1I1,TOP2B,ITPA,LSM14A,PIGU,AGPAT1,LCN2,ZNF836,MAP3K7
1304,DRAXIN,PDIK1L,C1orf50,CCL4L1,PRKD2,CTB-31O20.9,SCIN,TAF12,FOSL2
1305,ATP8B3,MED7,DDB2,ENHO,NOC4L,AC105053.4,TACR2,AC140481.2,PKN2
1306,SSBP3,PLD6,RGL2,MCM3,PIGX,SHPK,FRMPD3,RP11-672A2.6,PUM1
1307,PI4KB,SPRTN,FNBP4,RAB1B,RAB21,AC005224.2,RP11-247A12.2,TMEM44,SIN3A
1308,SYVN1,THUMPD3,CCNG1,API5,DIS3,GCKR,ZNF425,TEX9,COLGALT1
1309,RABL2A,HBA1,CD93,HMGCL,RGL2,PEAR1,C10orf25,CTB-31O20.9,ABHD12
1310,RAB21,FAM212A,TRIP11,NR2C2AP,ARPP19,LTBP1,SERPINE1,PTPRN,AHSA1
1311,SPATA6,ADD1,VPS26B,DPY30,DSCR3,AC009505.2,AC068580.6,PIWIL2,FBXO4
1312,VPS13A,FCER1A,EXOC4,BAG5,CD2AP,SULT1C2,SYTL4,RFX4,IFI27
1313,PDK2,SPEN,JAZF1,PI4KB,ZRANB3,GLB1L3,CCDC3,RP11-53B2.3,MKLN1
1314,NEFH,BBS2,PPP1R14A,RP11-70P17.1,SYCE1,DLK1,RP11-544A12.4,GCKR,RP11-589C21.6
1315,TNFRSF9,SDPR,EMG1,NKIRAS2,GP9,MGAM,LRRC24,AC005614.3,NFAT5
1316,RP1-111C20.4,ZFAND4,MRPL42,HBEGF,TRPM4,AC005614.3,MLLT10,TTC18,GOT2
1317,GATA2,RP11-400F19.6,BTN3A1,UBE2Q1,NMNAT3,LA16c-431H6.6,C9orf3,SHPK,ICOS
1318,TDRP,SLC25A12,RP5-1028K7.2,REEP3,TREML2,QPCTL,R3HDM2,GLB1L3,KRBOX4
1319,RP11-932O9.7,FH,BBX,UQCC1,TADA2A,PIWIL2,ZNF799,RP11-217B7.2,CLIP1
1320,RP4-781K5.2,HCFC2,INIP,XPOT,APH1B,CABP5,RP11-430B1.2,PEAR1,VPS13A
1321,RP11-308N19.1,SURF6,ISOC1,HDDC3,ATP10D,AC093901.1,AL928768.3,RP11-122G18.5,EHMT2
1322,SUOX,ANKHD1,RPL7L1,UBLCP1,CAMK2G,ERBB3,TSC22D1,ELOVL7,ACTR6
1323,AK4,NR2C1,ATP6V1C1,CA2,TOP1MT,RFX4,RNF181,FAM27A,AAGAB
1324,ABCG2,INIP,RRAGC,INIP,NDUFA2,RP11-983P16.4,CACNA1C-AS1,MEF2C-AS1,DICER1
1325,RNASE3,PDCD1,INTS12,KIAA1429,HBP1,RP11-424I19.2,HIST1H4I,RP11-510J16.5,DNAJC10
1326,RP11-215G15.5,TSPAN15,C16orf80,COL6A2,YIPF5,RP11-175K6.1,AK4,EPB41L4A,GPR56
1327,AURKC,TOMM40,RPUSD4,PILRB,NT5C,ITCH-AS1,VIL1,RP11-46H11.12,PPIL4
1328,RP11-10K16.1,POLR3K,NCOR2,CPSF3L,PUM1,MIR4523,RP13-314C10.5,KCNN3,TFAM
1329,AC007879.7,HDAC5,PEX16,EIF2B1,C1orf35,AP002954.4,RP13-270P17.1,ITCH-AS1,S100B
1330,NEUROD2,NSMAF,PIGU,DENND5A,STK11IP,MAP2,AC010894.5,CASC8,PCGF1
1331,CCDC153,TMEM18,MLLT11,WDR55,USP8,KCNA5,CTC-454I21.3,RP11-830F9.5,AKAP8
1332,VIL1,TBCK,ANTXR2,C5orf56,PDIA5,MEF2C-AS1,IFT81,AP002954.4,ZNF467
1333,WNT5B,ZNF468,NABP1,RP11-792A8.4,ITGA2B,RP11-510J16.5,LNP1,PARD3,FCRL6
1334,RUNDC1,AAR2,PHACTR4,CCNG1,C1QB,PKD2L2,AC007879.7,PKD2L2,AP3M2
1335,SIRT6,OSBPL7,KCNK6,PEX16,CGRRF1,TTC18,CCDC153,RP11-557C18.4,PHF12
1336,RP11-139H15.1,PAWR,GIMAP2,NOG,SIRT1,RP11-185E8.1,CTD-2227I18.1,AC002331.1,CHERP
1337,TRIT1,RUNDC1,P2RY10,PEMT,SLC48A1,PTPRN,WNT5B,BMP8B,ANKRD54
1338,GFER,CLU,HMBOX1,OAS1,ARHGAP18,RP11-830F9.5,SUOX,AC022532.1,GID8
1339,PACSIN2,LRRC8C,SF3B1,TCTA,GPR35,AC002331.1,TEX12,GIPC2,RIOK1
1340,MBNL1-AS1,PRPS2,RASGRP4,C4orf33,LINC01003,CYP1B1-AS1,RP11-10K16.1,RP11-175K6.1,QSOX1
1341,INVS,ZMAT3,IGJ,CCP110,TMEM189,TMEM44,RP11-932O9.7,RP11-185E8.1,CD19
1342,RP11-701P16.5,ZNF559,PILRB,LMF2,SLC50A1,KCNAB1,ANKRD50,AC093901.1,PGM1
1343,DNASE1L3,ZNF626,MANBA,C9orf37,PDCD2L,ELOVL7,NEDD4,AC005224.2,MRPL43
1344,RP11-142C4.6,RPUSD3,RMND5A,RFNG,DAGLB,AC022201.5,RP4-781K5.2,MIR4523,CCDC91
1345,UBE2C,ARIH2OS,ISCA2,ARSG,LYPD2,AC140481.2,CTC-444N24.6,RP11-274B21.8,UBE2D1
1346,WDFY3,CXXC1,ALKBH4,RPUSD4,SPHK1,RP11-557C18.4,TDRP,RASGRF1,METTL3
1347,C1orf198,ABHD17B,THOC7,BAZ2A,CORO7,PDGFA,SAMD14,CYP1B1-AS1,XPOT
1348,RP11-385F7.1,CASC3,CA2,CSNK1A1,CEACAM4,WDR52,KCNJ14,ERBB3,SPRTN
1349,RPH3A,TRIP11,UBA5,PPIL4,PAWR,CASC8,GATA2,RP11-983P16.4,CEP164
1350,EML6,LUC7L,ABHD5,TMEM62,RABEP2,TRAPPC3L,TMPRSS11E,AC105053.4,ADSL
1351,CDC16,BACE2,FAM107B,MALT1,VAMP5,DIO1,RP11-215G15.5,LA16c-431H6.6,NFKBIL1
1352,USP19,RP11-706O15.1,PPIE,GNG11,C14orf166,LINC00610,RNASE3,PDGFA,INTS12
1353,VTI1B,COL6A2,ZNF330,USP19,GGA2,CTD-2184C24.2,AC005082.12,RP11-138I1.2,NCKAP1L
1354,ZMAT5,ANKRD54,NKAP,PTPN7,MYOM2,RBFOX3,ZNF682,MGAM,DIDO1
1355,PPT1,ISCA2,TMEM140,MOCS2,AL928768.3,BMP8B,ZBED5-AS1,FAM212B-AS1,AC093323.3
1356,MPP6,BLZF1,XPNPEP1,DENND1C,MYL9,RASGRF1,RP13-270P17.3,RP11-147L13.8,MNAT1
1357,ZSWIM6,UQCC1,ABHD12,PDHB,CYP27A1,GIPC2,TAOK2,QPCTL,SMARCD1
1358,RP11-1055B8.7,FAM43A,REEP3,SENCR,SLC25A14,RP11-230C9.4,RP11-1055B8.7,RP11-755B10.3,MINA
1359,DNAJC27,QRICH1,MZB1,PTGDS,CRTC1,PARD3,C2CD4D,RHCE,PRSS23
1360,ARHGAP6,RHEBL1,TNFRSF4,C2orf76,ENTPD3-AS1,TEX9,RP11-408A13.4,DIO1,APOBEC3B
1361,FZD2,FBXO33,RBM25,ACP1,ERCC6L2,RP11-755B10.3,RP1-266L20.2,TRAPPC3L,GBP1
1362,VSIG10L,ERCC6L2,SLC50A1,DDX56,CAMK1D,MYCT1,RPA4,AC009505.2,BOLA1
1363,MCM10,HIST1H2AC,CCDC91,CHN2,TOMM40,RP11-147L13.8,GPR55,SULT1C2,ZNF263
1364,SEPT4,DNMT3A,ALG5,PITHD1,MAP3K8,RP11-53B2.3,FCGBP,RP11-230C9.4,MAPK1IP1L
1365,ASAP2,TMEM60,RARS,TMEM116,FNTA,RP5-1073O3.2,CLIP2,RP11-661P17.1,SNAP47
1366,ZNF594,RIOK1,RBM7,PRAF2,PHF5A,FAM212B-AS1,DNAJC27,CTD-2184C24.2,FPR1
1367,CLIP2,ZNF195,PNPLA8,GPR35,GTF2B,RP11-661P17.1,NIPSNAP3B,KCNAB1,C19orf52
1368,RP11-324I22.4,CDC37,MARCH5,ALKBH4,PLEKHB2,RHCE,RAB6B,WDR52,TOP2B
1369,RP11-879F14.2,DHX8,TAF12,STX18,NDUFS1,DENND6A,VSIG10L,UBE2E2-AS1,PAXIP1-AS1
1370,SCN1B,HAGH,CTBP2,GOSR2,PTCRA,RABL2A,RP11-879F14.2,RP5-1073O3.2,DLST
1371,SPG7,MTERFD1,AIM2,TOR1A,AC005082.12,NUP54,U73166.2,AC022201.5,PIGF
1372,AP4S1,ADSL,DDX56,ARAP1,EID2,B4GALT4,PVALB,RP11-804A23.4,LTB4R
1373,IL1RAP,RAMP1,DHX9,NONO,MED9,MUM1,ATP9A,CABP5,RGL2
1374,TREML2,DHX9,CPSF3L,RP11-138A9.2,ATXN7L3B,FASTKD1,PLXNA1,RBFOX3,PPT1
1375,PDZD4,TMX3,GMPR,BZRAP1-AS1,ARL2,NAPA-AS1,RP11-502I4.3,LINC00610,RNF213
1376,ECSIT,R3HDM1,FAM127A,EAPP,STAU1,RBM26-AS1,SDCBP2,LTBP1,THUMPD3
